"","protein_group","number_of_peptides_SARS.Covid19.Negative_1","number_of_peptides_SARS.Covid19.Negative_2","number_of_peptides_SARS.Covid19.Negative_3","number_of_peptides_SARS.Covid19.Negative_4","number_of_peptides_SARS.Covid19.Negative_5","number_of_peptides_SARS.Covid19.Negative_6","number_of_peptides_SARS.Covid19.Negative_7","number_of_peptides_SARS.Covid19.Negative_8","number_of_peptides_SARS.Covid19.Negative_9","number_of_peptides_SARS.Covid19.Negative_10","number_of_peptides_SARS.Covid19.Positive_1","number_of_peptides_SARS.Covid19.Positive_2","number_of_peptides_SARS.Covid19.Positive_3","number_of_peptides_SARS.Covid19.Positive_4","number_of_peptides_SARS.Covid19.Positive_5","number_of_peptides_SARS.Covid19.Positive_6","number_of_peptides_SARS.Covid19.Positive_7","number_of_peptides_SARS.Covid19.Positive_8","number_of_peptides_SARS.Covid19.Positive_9","number_of_peptides_SARS.Covid19.Positive_10","abundance_SARS.Covid19.Negative_1","abundance_SARS.Covid19.Positive_1","abundance_SARS.Covid19.Negative_2","abundance_SARS.Covid19.Positive_2","abundance_SARS.Covid19.Negative_3","abundance_SARS.Covid19.Positive_3","abundance_SARS.Covid19.Negative_4","abundance_SARS.Covid19.Positive_4","abundance_SARS.Covid19.Negative_5","abundance_SARS.Covid19.Positive_5","abundance_SARS.Covid19.Negative_6","abundance_SARS.Covid19.Positive_6","abundance_SARS.Covid19.Negative_7","abundance_SARS.Covid19.Positive_7","abundance_SARS.Covid19.Negative_8","abundance_SARS.Covid19.Positive_8","abundance_SARS.Covid19.Negative_9","abundance_SARS.Covid19.Positive_9","abundance_SARS.Covid19.Negative_10","abundance_SARS.Covid19.Positive_10","log_ratios_SARS.Covid19.Positive..vs.SARS.Covid19.Negative.","differential_abundance_qvalue_SARS.Covid19.Positive..vs.SARS.Covid19.Negative."
"468","sp|P62906|RL10A_HUMAN",1,3,4,1,1,NA,4,3,1,NA,5,1,4,2,3,3,3,3,3,2,23.1933961671067,22.6754596187893,22.729446697146,22.1133461815711,22.8141271085149,21.2776282275419,22.3989495305496,21.2661046671548,20.7486894604975,21.9962294308547,17.5175123844046,21.7159776956008,22.4285905801048,21.9962294308547,22.2347557546795,21.7159776956008,20.1471984023262,21.70861032025,20.5717657140173,21.501098182865,0.3182229651736,0.511546424589903
"469","sp|P01034|CYTC_HUMAN",1,3,3,3,2,3,2,2,1,1,1,NA,2,2,1,1,1,1,3,2,22.7594158379764,22.8361910051724,22.4613694054182,22.696227142849,23.3204338239691,21.1550495055215,23.5031648093829,20.8671476881334,22.6220102496905,20.7691212177714,22.5281319015615,20.76089594546,23.8268872851495,20.7691212177714,23.5106514239931,20.76089594546,22.3451255549312,21.8432373363038,21.9971396746505,21.0142655390806,-1.54021774231994,0.00195797194496576
"470","sp|A0A0C4DH42|HV366_HUMAN; sp|P01767|HV353_HUMAN",1,1,2,2,2,NA,3,5,1,1,2,2,1,2,2,2,2,2,2,2,21.8368696900608,22.2777334960033,21.7493353729666,22.0180784079674,23.0694456699293,20.8810263697872,22.7256110022746,21.0498880906406,21.3850146375563,21.0462622460897,21.1436970951676,20.7829292424242,23.8341101042347,21.0462622460897,23.6353555599959,20.7829292424242,22.6754882624393,21.8274142320994,22.3354781345242,21.3735933563714,-1.13042885992522,0.0218730825644499
"471","sp|P01619|KV320_HUMAN",1,NA,3,3,3,2,5,1,3,3,2,3,3,2,3,2,3,2,3,3,22.6185468155919,21.7621891866353,22.0669719357404,21.3754191853618,23.0354418147537,20.5076856606178,22.6927646822284,20.6737941911675,22.5623960465968,20.2563997677173,21.7979638497235,20.2546215277037,23.6458909187603,20.2563997677173,23.1926230209988,20.2546215277037,22.8624660607976,21.6671033105769,22.6076958090758,21.4523774963047,-1.86221493327612,9.68311076040133e-05
"472","sp|O75223|GGCT_HUMAN",NA,NA,4,2,2,1,NA,NA,NA,1,3,3,3,4,3,5,3,5,1,3,20.0885000295472,22.4708300097967,22.2144878091259,21.7576194126051,22.4966647359557,21.2126458447979,23.1792230079061,21.2880034251856,23.6539914215932,20.9314830871106,23.4681249568894,21.0782878120592,20.7935808860556,20.9314830871106,20.2008517772105,21.0782878120592,21.5722066171161,21.3375315303864,22.3897456783853,20.6270516670587,-0.7344153231615,0.288990383021553
"473","sp|P13797|PLST_HUMAN",NA,1,2,1,NA,NA,NA,2,NA,1,5,3,1,2,1,2,1,2,1,1,20.9924198463725,21.4307136306059,21.2151316969859,21.1603937230794,21.5845048396313,20.1045509198881,21.3201529678152,20.1871969428576,20.0943383632721,19.8406834316944,19.9563931743436,19.9869166079925,21.4291492578909,19.8406834316944,21.3284315569677,19.9869166079925,23.3584575068714,20.3331429215162,22.9764593274648,20.2106888803944,-1.11735514399,0.03768826508463
"474","sp|P01768|HV330_HUMAN; sp|P0DP03|HVC05_HUMAN",2,2,3,4,2,NA,4,5,2,1,3,2,2,1,1,2,1,2,3,3,21.988279281605,20.9098556497909,21.5696672044234,21.1473813349908,22.1366784277903,20.3859320217341,21.8514019252702,20.4272838067566,20.1866253977438,20.2210529452364,19.9054101434035,20.1647699346361,23.2825175072561,20.2210529452364,23.508903007271,20.1647699346361,21.5865102020374,21.1211026627147,21.3399167221174,20.588343384039,-1.2004365199147,0.026832911789508
"475","sp|P01764|HV323_HUMAN",1,2,4,3,4,NA,2,3,3,3,4,3,3,2,2,2,2,2,4,4,21.9120984503021,21.6878652701105,21.5184813569338,21.8743249579829,22.8859201239599,20.4084392333774,22.6166994830766,20.6041432649335,22.0378606005118,20.4954067493851,21.0980871966983,20.503714391278,23.7339485488897,20.4954067493851,23.3436880641055,20.503714391278,23.0265129738005,21.7258037105547,22.8131693719572,21.0664714238812,-1.5621176028069,0.00184126429161278
"476","sp|P07305|H10_HUMAN",3,2,3,3,1,NA,1,1,1,1,5,5,5,3,3,3,3,3,2,3,22.5698264108124,24.2161836758429,22.2706781550102,23.9971357973561,23.3106649204403,23.9821595944286,23.0429274565198,23.5915076230865,21.2239025719752,23.6841011684068,22.302868978197,23.2548478365394,21.1625068868655,23.6841011684068,21.2073383444981,23.2548478365394,22.443465532809,23.0377749911523,22.1457535375369,22.5169664577945,1.35396933548889,0.00089567469663163
"477","sp|P25774|CATS_HUMAN",NA,NA,NA,2,NA,NA,NA,1,NA,NA,4,6,1,2,3,2,3,2,3,2,20.289330840218,22.564420492831,20.2852244043026,22.3026223305663,21.6071995798446,21.0857773173059,21.6533992309106,21.0074292351278,20.0976888199914,21.261644317176,19.772175402868,21.0401074111638,20.5490345605892,21.261644317176,20.2886771409841,21.0401074111638,21.0809580186831,21.9891339059292,20.7044641032354,21.4368925964931,0.86616272333059,0.00445111142759207
"478","sp|Q99832|TCPH_HUMAN",NA,NA,2,1,2,NA,NA,NA,1,NA,2,4,NA,NA,NA,NA,NA,NA,4,1,22.1096599527223,21.4206939980788,21.961875510965,21.3935500607907,22.2235897589394,19.8821130393069,21.972879986815,20.2656634008807,21.4869519736542,19.7951643469098,20.6839614690146,19.7395683391,21.3489029033431,19.7951643469098,20.9165263422398,19.7395683391,21.1841786012212,21.3575623403189,21.1739767213091,21.0632378902263,-1.06102171186018,0.0181172851011365
"479","sp|Q14974|IMB1_HUMAN",NA,2,1,1,NA,NA,1,1,2,1,3,4,2,1,1,1,1,1,3,3,21.4216359792932,21.8541645313904,21.9345155081582,22.1067617995208,21.8500246468398,20.5333420908658,21.5288917564092,20.6341857787415,21.2557120960482,20.4622800894955,20.9554716580624,20.1502697745656,21.309163235003,20.4622800894955,21.3180336964877,20.1502697745656,21.3222772462086,21.0740839562237,20.5960773506598,20.7307909185996,-0.53333743697061,0.224035478519404
"480","sp|P69905|HBA_HUMAN",1,1,NA,NA,3,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,6,5,21.5425190972882,21.0958848654581,21.2466244915184,18.6968147478212,19.4771999408478,20.0909053375955,19.718452187106,20.8455534109526,21.2255650567596,20.2051760605396,20.9673555647517,20.1754248229564,20.1585001290055,20.2051760605396,20.0762897795775,20.1754248229564,19.4051005467978,23.2304863707204,20.5047308643738,22.4018988741155,0.2800407715629,0.856902847542473
"481","sp|P61106|RAB14_HUMAN",NA,1,2,2,1,1,1,1,1,1,6,7,5,1,1,2,1,2,1,3,21.4663619197335,22.3802170267433,21.2957479187263,22.2125153838974,23.2065578811045,21.3602330453006,22.7300232102722,21.535811440115,21.216012076298,21.2389172340352,21.1887670576536,20.9829581573081,21.4360427781723,21.2389172340352,21.2371281043802,20.9829581573081,22.7407790461059,21.527646186054,22.4095478728988,21.2496821896768,-0.42171118108716,0.465343454824241
"482","sp|Q96AE4|FUBP1_HUMAN",4,4,4,6,1,NA,1,2,NA,1,3,1,1,1,1,1,1,1,2,2,22.4633564850499,21.9882166880599,22.335842281997,21.0115973466113,22.5207881871885,20.4708118869993,22.0856774878208,20.0959125505319,20.988245647882,20.6228248881975,20.2677432567354,20.2818687817301,21.7632162173207,20.6228248881975,21.3059942206598,20.2818687817301,20.70358827211,20.9622947618425,20.6526393140952,20.6087087336411,-0.81401620633181,0.0873106108425385
"483","sp|P42224|STAT1_HUMAN",1,1,1,2,NA,NA,NA,1,NA,NA,6,5,NA,NA,NA,NA,NA,NA,2,1,20.0318613628905,22.2859874408973,20.1689718324312,21.9124079671223,20.8024717945414,20.4434727415925,21.0808331384034,20.5713742230061,18.0404455592952,20.6052137412037,18.0909461850606,20.5422394560344,20.3964409423286,20.6052137412037,19.9771528110374,20.5422394560344,21.602993748738,20.310924610062,21.4794890607878,19.9495125628542,0.60969795044965,0.188649902760494
"484","sp|P28062|PSB8_HUMAN",NA,NA,4,4,1,1,NA,NA,NA,NA,4,4,4,5,4,4,4,4,2,2,21.0608247106712,22.4098237656991,20.8173530716192,22.5032327602084,22.6281652718032,21.5254749289015,22.0827475944905,21.3927733504432,19.9101413009584,21.4088952819835,19.608579595419,21.0884015206187,22.057667055263,21.4088952819835,21.1566548196156,21.0884015206187,20.5619422415188,21.514770268682,19.3727289255255,21.1193573739909,0.620322146624511,0.106660179805135
"485","sp|P80723|BASP1_HUMAN",1,1,1,4,2,2,1,NA,2,1,4,5,5,4,4,5,4,5,3,2,21.0391486508991,22.671170226568,20.8659387143883,22.7142244471806,22.5488550610058,21.7379588303572,22.2871763413128,21.1151827530726,21.3641116723058,22.5133587050613,21.3980886740956,21.8927857931066,21.3691838339705,22.5133587050613,21.229587353621,21.8927857931066,20.2717006716569,21.1205024140147,19.9630262292725,20.8344758722717,0.66689863372723,0.0933101985733565
"486","sp|P62280|RS11_HUMAN",NA,NA,1,NA,1,NA,NA,NA,NA,NA,4,4,3,1,1,1,1,1,4,2,22.0622785713258,23.0929691994718,21.3912209034184,22.681439819777,22.6397497343124,22.0432564590896,21.6219305709577,22.1058730303926,21.5065079538732,21.9668519100488,20.7010851701466,21.8879839917405,21.052679151853,21.9668519100488,21.1347867997807,21.8879839917405,21.3024788400455,22.2065326930273,21.4005947921814,21.909778754041,0.69362092714832,0.0150769260236188
"487","sp|P02790|HEMO_HUMAN",1,2,2,1,NA,NA,3,2,NA,3,4,3,3,3,3,4,3,4,3,4,22.4678543962611,21.6042058304607,21.573420560659,21.4602717749973,21.1992709493522,20.9962803838253,20.7794043659374,20.9947945980541,21.2653097182875,20.4424508901362,20.9235599829772,20.1527292278073,20.9431172491296,20.4424508901362,20.9202350802963,20.1527292278073,22.0265860843976,21.4293446737728,23.0373629564659,21.1094439568216,-0.6351419889945,0.191185308234404
"488","sp|P09104|ENOG_HUMAN",4,3,3,2,1,NA,2,1,2,1,1,NA,1,2,1,1,1,1,2,1,22.8576251250657,19.7807144614512,22.5369869261908,20.495545586072,21.7512573917947,19.7712250784248,21.3064459925656,20.1508545145743,20.6982001954783,19.0305140906928,20.3105329058302,18.7938934065918,22.4697450206037,19.0305140906928,22.4956759785027,18.7938934065918,20.9695133502703,21.8548673372487,20.9980532193458,22.020862131772,-1.66711520015356,0.00941103108665908
"489","sp|P52597|HNRPF_HUMAN",NA,1,2,4,2,1,2,3,1,NA,4,5,1,2,1,2,1,2,5,4,21.6267211216929,21.8414139503889,21.2331467052289,21.6884610923483,22.3138372622835,20.2871997372535,21.8478575556596,20.1079497507806,19.9977087484609,20.2505413081271,19.7793911396953,20.4339610431506,21.562623713056,20.2505413081271,21.316814874503,20.4339610431506,21.4645033735759,21.1994415560789,21.8071096048038,21.0118986047885,-0.54443447047657,0.316252020949826
"490","sp|P24752|THIL_HUMAN",1,1,1,1,NA,NA,NA,NA,NA,1,2,2,2,4,2,1,2,1,2,1,21.0799485855775,22.0053104974464,20.922958713156,21.8740691871907,21.995520040675,21.5361726189195,21.2425917722819,21.581749385081,19.8248647602311,21.4699848064138,20.5544594610585,21.2564921938272,20.3840463276017,21.4699848064138,19.9335196630302,21.2564921938272,21.6943326980302,20.9017299688256,21.4406040910224,20.8261295789306,0.51052691242113,0.0974943177283537
"491","sp|O75368|SH3L1_HUMAN",1,NA,1,1,NA,NA,1,1,NA,NA,4,4,3,5,NA,2,NA,2,2,3,20.683595418657,22.5202407553224,20.7297380460395,22.4824568011366,22.533272216076,21.5910778365866,22.1307604854273,21.4623009362187,18.5029335196163,20.1835178689128,18.7063568937533,21.2038203910036,20.779593832573,20.1835178689128,20.6859929497616,21.2038203910036,21.0096405378266,21.7543292021634,20.9526816208223,21.2075209578641,0.707803748857171,0.111418489604327
"492","sp|P11766|ADHX_HUMAN",NA,NA,4,3,NA,NA,NA,NA,1,1,3,2,2,1,1,NA,1,NA,1,2,21.3627208047498,22.339324973846,21.5434880766313,22.1135156527047,22.5989651441646,21.1629505931643,22.3535148866336,21.0865620994279,20.5735962301833,19.7249505237563,20.0809477685007,19.7645343103359,20.4531327037102,19.7249505237563,20.319047050534,19.7645343103359,21.3976820742066,21.0740359234456,21.1963211631979,20.983366107632,-0.414069088410709,0.695973514553768
"493","sp|O14950|ML12B_HUMAN; sp|P19105|ML12A_HUMAN",NA,NA,2,1,2,2,NA,NA,1,1,4,4,1,2,2,2,2,2,4,4,20.6815312956242,22.5459012613277,20.5007283575206,22.3366529704025,21.6796632854725,21.1650695280075,21.5032482913764,21.2065996118623,20.7553280203116,21.6906288240757,20.6890273330144,21.6268160177338,20.7793620816164,21.6906288240757,20.604615772306,21.6268160177338,21.6267242404414,22.0700408325738,21.2938899026335,21.6640606148883,0.750909592236408,0.0150900227554766
"494","sp|P61769|B2MG_HUMAN",1,NA,2,1,1,1,4,4,2,3,3,4,2,1,NA,1,NA,1,3,2,22.6561419025454,23.6453723623317,22.2409429827568,23.3627190659947,23.3297095804539,21.5981080590303,23.1886728993004,21.9058338224255,19.0304509388428,21.9870551805381,18.6758712229387,21.886887232078,24.4236542734614,21.9870551805381,24.4019281614018,21.886887232078,23.5136941081184,22.949890725142,23.4665548491146,22.5305963664591,-0.11872156923187,1
"495","sp|P10768|ESTD_HUMAN",1,2,1,1,NA,NA,NA,NA,NA,NA,3,2,1,2,1,NA,1,NA,NA,2,22.0683941950487,21.9675579448276,22.1500589993405,21.8728005470606,22.3468594196728,21.3163728299279,21.866446218419,21.4498016674936,21.2518459984842,21.2454537677891,20.8720201689729,20.9857212252345,20.3225648350018,21.2454537677891,20.1260356408188,20.9857212252345,21.331726101888,22.0036723112609,21.7274133216463,21.8613801092078,0.0870570496532604,0.578323637147167
"496","sp|P30520|PURA2_HUMAN",2,3,3,3,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,1,22.3518853625807,20.6084746846618,22.025246373745,20.4037503530134,21.9735504105498,19.3336898618847,21.6224775053749,19.5211808194325,20.5361816371504,19.2714245453101,19.3311692734125,19.1100805338572,20.6189091491933,19.2714245453101,20.5065161909596,19.1100805338572,21.5571120225761,20.326711455393,21.1509534971759,20.0795909018028,-1.46375931881954,0.00328093596106485
"497","sp|O75190|DNJB6_HUMAN",2,1,2,1,1,NA,NA,NA,4,2,1,1,2,2,1,2,1,2,NA,NA,21.1296550018548,18.5765246105474,20.7277612653888,19.0017084955167,21.4604388976347,19.8465541605533,21.0408861648644,19.89451166901,19.5813861156911,19.4752271538399,19.4219172778652,19.3421406169253,17.4812808699508,19.4752271538399,17.4637336548773,19.3421406169253,21.5519159183042,18.8721446525311,21.5469667386144,18.62599704654,-0.89537657288168,0.207292211235546
"498","sp|P31943|HNRH1_HUMAN",1,1,3,2,2,NA,1,1,2,2,4,4,1,2,2,1,2,1,3,4,21.5930184504831,21.9648620528826,22.0007212868838,22.0612022422057,22.6230377445045,20.5542012165765,21.6308239036911,20.5471615388261,20.7102182989948,20.9245294674217,19.7672023619159,20.7018029798686,21.0387440402868,20.9245294674217,20.7356423721521,20.7018029798686,22.2252470133874,20.9432824565278,22.0023104556718,21.2578479004833,-0.37457436258887,0.625894456283061
"499","sp|Q8N392|RHG18_HUMAN",1,2,1,3,1,1,NA,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,22.4190789719648,21.7134881497234,21.9821824043084,21.6136677443514,22.7520937370062,19.9357524438245,22.5011410779274,19.800553165912,21.1166307861505,19.1399478581864,20.2920459195084,18.8994861802006,20.723149707162,19.1399478581864,20.3490454958994,18.8994861802006,21.1254029069838,19.8890127838394,20.8522877542794,19.5714458597207,-1.55102705370449,0.00747692925392461
"500","sp|P02675|FIBB_HUMAN",1,1,1,1,1,1,NA,1,1,1,2,4,NA,NA,1,NA,1,NA,4,5,22.4293649801796,21.5831208821219,21.9462010366702,21.7563999525934,21.5642824389443,20.2279985116319,21.2573704329974,19.8677117776726,20.8129009586048,19.5098792462239,20.2797470196531,19.3457208840295,21.2260333149343,19.5098792462239,20.8823260534279,19.3457208840295,21.1881887317616,22.1542655732595,20.9777025820526,21.518123647379,-0.77452969440607,0.209304199959211
"501","sp|Q10567|AP1B1_HUMAN",NA,NA,NA,NA,2,NA,1,1,NA,NA,2,3,NA,NA,2,NA,2,NA,3,3,20.8458539024016,21.8915394454539,20.8272124329949,21.6364233850796,21.5729629224987,20.4875833315462,21.2157384223743,20.6528729753514,20.1544573407533,20.4209298722027,19.3642605295847,20.6119521182138,20.9881767204006,20.4209298722027,21.039268991035,20.6119521182138,20.5957726285873,21.3334693111376,20.3681486016288,21.0499791309411,0.214577906808359,0.309582772931709
"502","sp|Q9Y266|NUDC_HUMAN",2,2,3,1,NA,NA,NA,NA,NA,NA,2,3,3,2,2,2,2,2,3,6,21.8473781714081,22.8683986036313,21.7466438865289,22.7850126743308,22.7464926916053,21.4367232319467,22.0159662486818,21.2489241615889,20.8903553912409,21.4468951191335,20.3620671526815,21.0055680146452,21.6941981356598,21.4468951191335,21.2766160099192,21.0055680146452,21.0046624747297,21.970793311737,20.9143174239376,21.6401466156923,0.23562272800916,0.311333568616542
"503","sp|P61088|UBE2N_HUMAN",2,2,4,3,NA,3,3,1,2,2,1,4,1,2,NA,1,NA,1,4,1,22.4675755762077,21.6371320650567,21.9482615259217,21.7884710204695,23.0573142166461,20.4954453002057,22.8331393855586,20.3152557221338,20.7157703712704,19.5102160580103,21.303400612088,19.3772804431335,22.0035403867906,19.5102160580103,21.9107139046944,19.3772804431335,21.5218161885787,21.6286685810254,21.3145524056389,20.8949453117965,-1.45411735704199,0.00629877244301504
"504","sp|P22307|SCP2_HUMAN",1,NA,2,3,NA,1,NA,NA,1,2,1,1,2,2,1,1,1,1,3,2,21.7855008602442,21.8128089308617,21.3159828731276,21.9674892566416,22.6301407867907,21.458723251474,22.2591863835768,21.2142702004618,20.8249795163382,21.3193275762196,20.504076656278,21.0064236764231,21.2454646484511,21.3193275762196,20.9930062553935,21.0064236764231,21.8014192526473,21.0172714376495,21.7433082819225,20.5671286537526,-0.241387127864329,0.818616800228057
"505","sp|P30048|PRDX3_HUMAN",2,1,3,4,2,2,1,2,1,2,5,5,5,4,4,3,4,3,4,2,22.152651563054,23.1420688736048,21.800143928373,23.1527392836947,23.1243857685507,22.7913442547944,22.6557064951366,22.5465645686461,21.7834627972627,22.8319863938712,21.4637442448609,22.416298226029,21.7138279292222,22.8319863938712,21.4738102725826,22.416298226029,22.2018235978989,22.0484414737558,22.5888460261311,21.9436979316207,0.51630230028442,0.0604787785458858
"506","sp|P62263|RS14_HUMAN",1,2,1,1,1,1,1,1,2,2,5,3,3,3,4,4,4,4,2,2,21.1885734529569,23.1611203473333,21.1409461329845,23.0162414277635,21.4111340214883,21.7259571931756,20.6773402774163,21.9314196033707,19.7367471899377,22.0375285217552,19.1581880714064,21.7235389847403,20.5973355011026,22.0375285217552,19.8703471235048,21.7235389847403,21.4446821688867,22.0645094121511,21.299833493424,21.8431963069336,1.47394518706106,3.12570829412285e-05
"507","sp|P61019|RAB2A_HUMAN",NA,NA,3,5,3,2,NA,NA,2,2,3,4,2,3,1,2,1,2,3,3,20.1153967802147,20.6991187101165,20.0043245579444,20.7024665248587,22.0124956470115,19.9649484065424,21.8395129091882,20.0123316171814,20.8361085434807,19.8215691580397,20.4880683703881,19.6375595248504,20.1563067019758,19.8215691580397,19.8714305904338,19.6375595248504,21.3191224641281,20.5848059926061,21.0495343412243,20.01697044958,-0.67934018393243,0.129091913953683
"508","sp|P62244|RS15A_HUMAN",NA,NA,3,NA,NA,1,2,2,1,NA,4,4,4,4,5,3,5,3,3,4,20.4944214117101,21.7454227013585,20.1117627538745,21.587987254207,21.5829557880432,21.0765830475739,21.3616295245959,20.9473424694238,20.4181986381112,20.9170921335686,19.6862033148245,20.6965547751409,20.709374354659,20.9170921335686,20.6907789559971,20.6965547751409,21.2448489641006,21.4902761705209,20.7718907032367,21.324862297527,0.43277033488773,0.102206736353078
"509","sp|P09238|MMP10_HUMAN",NA,NA,3,4,NA,NA,1,NA,NA,1,1,6,NA,1,NA,NA,NA,NA,NA,NA,19.7370120975255,20.9976034962017,19.5228767245397,21.3968759759037,22.6192890725332,19.5555164108126,22.293013549179,20.0974330809906,20.0714476320715,18.9328624326565,19.8101234528376,18.9368275217923,20.6119999472136,18.9328624326565,20.5595326473475,18.9368275217923,21.5131818160113,21.1402386118709,20.8606422973879,20.7557358023755,-0.79163359495942,0.27345352283057
"510","sp|P24534|EF1B_HUMAN",NA,1,1,NA,3,1,1,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,3,1,21.3103036542815,21.2573841017841,21.5302886873314,20.9187518905569,21.8853273510055,19.7940790757153,21.7399086187265,19.8474904854708,21.5377593107125,18.8448146402884,21.054653002056,19.0853996856469,20.8986876447067,18.8448146402884,21.0395248687512,19.0853996856469,21.0730059381543,21.0493011747629,20.7977019871074,20.1451878702545,-1.39945378124179,0.00381609631173834
"511","sp|Q04760|LGUL_HUMAN",NA,1,2,1,NA,NA,NA,1,1,NA,5,4,3,4,1,1,1,1,3,3,22.3024375612174,22.4321298557433,22.1335989603166,22.541056783156,22.997632006369,21.8133313551232,22.6473660864006,21.8803659052287,21.0292831823256,21.7975767332098,20.4598789493248,21.2984415955546,21.9547623440276,21.7975767332098,21.8052541238738,21.2984415955546,21.7618700419554,21.6484928678278,22.1864469210317,21.2624309645104,-0.150868578772429,0.831003641605471
"512","sp|Q15181|IPYR_HUMAN",NA,NA,2,1,NA,1,NA,NA,2,1,4,6,1,1,1,1,1,1,2,2,21.4710129127157,21.843933890607,19.1269686077131,21.9128239328139,21.1663060789088,20.3744432068461,21.1051372208745,20.6673097337065,21.0971890463849,20.5659089420633,20.7924405092855,20.7512380769934,22.187977687707,20.5659089420633,22.2140479626441,20.7512380769934,21.0279854464133,20.5217234768276,21.6709085076751,20.3543899619183,-0.35510557394892,0.230535494737581
"513","sp|P51858|HDGF_HUMAN",NA,NA,3,4,1,1,1,2,NA,NA,2,3,NA,1,NA,NA,NA,NA,2,3,21.7185579598015,20.688276138403,21.2370363204973,20.9118270809254,22.4027872509071,19.629262549243,22.482095956047,19.4810292672598,20.0233132422338,20.4638956237461,19.3969608875165,19.7462686889824,20.7842814796298,20.4638956237461,20.5270579078329,19.7462686889824,20.907455226598,21.062239038841,20.7848858107627,20.8329687981711,-0.72385005435263,0.193521673128405
"514","sp|Q02878|RL6_HUMAN",1,1,3,3,2,2,1,2,2,1,4,4,3,4,4,4,4,4,3,3,22.5698289598257,23.5828035357297,22.4657520932547,22.9854429417869,22.6367568077855,22.0494650433678,22.9702481940076,22.1009747484713,20.8109527355848,22.59468612,20.7619431664978,22.3805022846,22.4259374545915,22.59468612,22.1437086153004,22.3805022846,21.5696163334673,22.3771946406558,21.5117688172189,21.9652703034521,0.51450148451294,0.0819324531726351
"515","sp|P27695|APEX1_HUMAN",NA,NA,2,NA,NA,NA,1,NA,NA,NA,3,3,3,1,NA,NA,NA,NA,1,NA,21.431980455712,22.3223208497959,21.1983512128636,21.6007987949285,21.8206991146324,21.2653497837773,21.5098432484484,21.2791504675191,20.4740965573714,20.7527116998913,19.4036616902238,20.8776600859704,21.1554579887959,20.7527116998913,21.0091093070528,20.8776600859704,20.5730831547156,21.1828819841824,20.5038753391,20.609285167034,0.24403725500447,0.288199528355364
