"protein_group","number_of_peptides_hcc_1","number_of_peptides_control_1","number_of_peptides_hcc_1.1","number_of_peptides_control_1.1","number_of_peptides_hcc_1.2","number_of_peptides_control_1.2","number_of_peptides_hcc_1.3","number_of_peptides_control_1.3","number_of_peptides_hcc_1.4","number_of_peptides_control_1.4","number_of_peptides_hcc_1.5","number_of_peptides_control_1.5","number_of_peptides_control_1.6","number_of_peptides_hcc_1.6","number_of_peptides_control_1.7","number_of_peptides_hcc_1.7","number_of_peptides_control_1.8","number_of_peptides_hcc_1.8","number_of_peptides_control_1.9","number_of_peptides_hcc_1.9","number_of_peptides_control_1.10","number_of_peptides_hcc_1.10","number_of_peptides_hcc_1.11","number_of_peptides_control_1.11","number_of_peptides_hcc_1.12","number_of_peptides_control_1.12","number_of_peptides_hcc_1.13","number_of_peptides_control_1.13","number_of_peptides_hcc_1.14","number_of_peptides_control_1.14","number_of_peptides_hcc_1.15","number_of_peptides_control_1.15","number_of_peptides_control_1.16","number_of_peptides_hcc_1.16","number_of_peptides_control_1.17","number_of_peptides_hcc_1.17","number_of_peptides_control_1.18","number_of_peptides_hcc_1.18","differential_abundance_pvaluecontrol.hcc","differential_abundance_qvaluecontrol.hcc","abundance_hcc_1","abundance_control_1","abundance_hcc_1.1","abundance_control_1.1","abundance_hcc_1.2","abundance_control_1.2","abundance_hcc_1.3","abundance_control_1.3","abundance_hcc_1.4","abundance_control_1.4","abundance_hcc_1.5","abundance_control_1.5","abundance_hcc_1.6","abundance_control_1.6","abundance_hcc_1.7","abundance_control_1.7","abundance_hcc_1.8","abundance_control_1.8","abundance_hcc_1.9","abundance_control_1.9","abundance_hcc_1.10","abundance_control_1.10","abundance_hcc_1.11","abundance_control_1.11","abundance_hcc_1.12","abundance_control_1.12","abundance_hcc_1.13","abundance_control_1.13","abundance_hcc_1.14","abundance_control_1.14","abundance_hcc_1.15","abundance_control_1.15","abundance_hcc_1.16","abundance_control_1.16","abundance_hcc_1.17","abundance_control_1.17","abundance_hcc_1.18","abundance_control_1.18"
"sp|O60763|USO1_HUMAN",20,8,12,8,9,8,8,4,9,4,9,7,11,22,15,11,12,13,10,13,11,16,12,10,17,11,12,8,14,13,12,16,9,12,7,13,10,4,0.0181446315345487,0.0650144543020039,25.1038921157771,22.8508114215864,23.9130216110373,23.5759206028801,23.9469316073368,23.3977376941026,23.9278667484951,24.1302243438259,22.1101640827,22.6440932495084,23.774377955503,22.7575739191754,23.4051521389959,23.1340079365264,22.8155340357372,21.8180486634414,23.2322199643374,21.7598447515897,23.399355386022,23.3460277664496,25.9397430137639,23.9642269468468,23.8833670100422,23.3056267387537,23.54124038163,23.7698191521788,24.2467880006856,23.4471340658208,24.6260151887318,23.4802083695028,24.9848716357386,23.4829264873528,23.6959475832454,23.2881878586392,24.1694012855352,24.1887862724753,24.195565246035,24.3256039953561
"sp|O60784|TOM1_HUMAN",6,1,1,1,4,1,2,1,2,0,4,1,1,5,1,2,3,4,2,3,2,3,1,2,4,1,2,2,1,2,2,3,2,6,0,6,0,1,0.00166404129356232,0.0108334038448165,22.1890567701459,17.9721636176705,18.9264971599351,19.1023494886702,23.1197669622101,NA,22.727448273292,NA,21.7875327486855,18.0823834216852,19.3845370594848,18.117258329203,21.8046327123346,18.9780719024458,19.6421426665023,19.477280030064,20.4507817779779,NA,22.2197016717727,19.1786503175059,22.4515081390569,20.7656461137838,21.1671783924467,21.6469281188725,22.3249976763822,21.1561803983728,21.7583755223101,20.8854641675283,20.9495226275445,20.2959719495954,21.7329414653675,21.6016548370941,21.5104299410613,21.3671175459121,20.9315612383302,20.6850852901878,21.7958018668665,21.2942271918881
"sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q99880|H2B1L_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|A0A2R8Y619|H2BK1_HUMAN",7,5,5,5,4,6,3,5,5,4,6,4,4,7,4,4,4,5,4,5,5,6,5,3,4,6,5,5,5,4,4,4,5,5,4,4,4,5,0.0819518042437456,0.193624759753893,27.343899053245,26.653830186064,25.6895014377049,25.6126431514942,26.3215938588379,25.978205097403,25.5878107481744,25.8728982412465,25.8705126043042,25.4953664804067,25.519593084176,25.9746351609042,25.7438044686929,26.0751830302727,24.0385329156857,25.6699896420549,26.0489862295011,25.1171191871943,27.1350608308717,24.8288476020144,26.4589704871851,25.6222830984492,25.8232158455412,24.4153518410607,26.0981035157101,25.5665498912034,25.5440549892373,25.4122053855539,27.0822554229398,25.2345372464736,26.0613622568624,25.2652066860898,25.125182976837,24.8331918593657,25.8324326390358,25.0868904562821,24.8158705303952,25.5941178577224
"sp|O60825|F262_HUMAN",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,2,1,0,1,1,1,0,0.515408237268613,0.661778109384711,19.9148895416706,NA,23.7218436439361,22.3577284841303,NA,22.5336597170411,23.0893863849886,21.3380822289959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1289259700805,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.302509566696,NA,NA,NA,NA,NA,23.7477621967891,22.4041937327481
"sp|O60828|PQBP1_HUMAN",0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476597941922671,0.628323051329935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4517764646806,NA,NA,NA,NA,NA,NA,NA,NA,21.5258567978529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|O60829|PAGE4_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,26.6421285186752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|O60831|PRAF2_HUMAN",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,17.250970384534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5303585502384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|O60832|DKC1_HUMAN",4,0,1,0,0,0,4,0,3,0,2,1,0,0,1,3,0,1,0,0,0,3,2,1,2,0,1,1,1,1,4,2,1,2,0,1,1,0,0.000960159571433579,0.00711125196971531,21.2567216018468,17.1270221659195,20.5362575028572,18.0020105771359,19.3739395209123,NA,17.958221625657,17.4481455297393,NA,NA,17.6468188576862,NA,NA,NA,21.0905311855278,NA,20.8585251182326,NA,20.0677133238552,NA,NA,18.258395981978,20.9230633032209,NA,18.7875325157063,NA,NA,NA,21.0456793565006,18.5764531796395,20.6256429664383,NA,18.3244653314829,17.7571863750657,18.6419692448219,18.1530443808327,21.5803220549106,19.3108605594569
"sp|O60841|IF2P_HUMAN",3,0,2,0,4,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,5,0,3,1,1,0.0726714223930195,0.178679935477798,21.1267696968944,NA,18.9496520572315,NA,22.3738936999776,NA,20.1786189350327,18.4009871629864,19.3421073384016,NA,19.6623669787186,NA,21.1545319035358,NA,19.2538602322354,NA,21.5483430161292,NA,19.9658639197143,19.3573884887625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8777596305548,NA
"sp|O60884|DNJA2_HUMAN",4,2,2,2,1,1,2,4,2,1,3,5,1,4,3,0,2,3,3,3,3,2,2,1,1,3,4,2,3,2,4,3,2,1,0,4,0,1,0.930634627866891,0.954798238832061,21.8682626478263,22.8358783833098,19.8988837182358,20.9173921660198,19.5081652618712,NA,21.9112868235859,NA,18.4545561492653,19.6843540415877,19.8014965335271,20.6623528297629,19.5079139398006,NA,19.6997722650859,21.8558524907311,21.3122666936486,19.6056413158683,20.6824472419771,18.8689554104571,21.6613695008738,19.9590758400563,NA,20.7888553568777,20.3845309996918,20.1070824287657,21.1752629273284,21.3965283705411,19.655668390503,17.9513096668964,18.8537944077125,21.2192683000164,21.5977516805422,21.1497888823728,20.9494695948691,19.2789565435346,20.9371540850874,20.1698407839876
"sp|O60888|CUTA_HUMAN",2,2,2,2,2,1,3,3,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,2,2,0.224238704566968,0.383158627323137,21.8988557403099,22.9978539901134,22.7004451283083,22.2736958405082,23.3704529756162,21.8804964563817,24.2432268648584,21.7723032848359,22.8066867590646,22.3836754994921,21.4117231172372,22.8735947223105,22.8913032417181,21.2404919996584,24.1941880262177,23.2817572141069,21.4855060896168,23.5390965834933,22.8947761863158,22.7415012448328,23.1272027971942,22.6893205673497,23.266779012639,22.7445712275556,22.509846671429,22.4493691090115,22.7891472137567,22.4893053262749,22.7347858807622,22.1564822966699,21.7501238288266,23.3673449457023,22.5397596983921,22.7307177792595,23.1539993948992,21.4514220520001,22.931092072395,22.0275298905625
"sp|O75027|ABCB7_HUMAN",1,0,1,0,3,1,3,0,0,0,0,0,2,0,1,3,2,1,2,2,3,4,1,3,1,1,2,2,2,2,5,1,3,1,2,0,1,0,0.969194212379908,0.978958960392559,19.5777408404344,NA,19.0914600292847,20.9792217257165,17.9829125051995,19.70116668753,NA,19.3795680631641,NA,NA,18.7672098772394,NA,20.9596483533974,NA,20.6565096294561,NA,NA,NA,NA,19.4608721396076,NA,19.0214093793891,20.7650164112883,20.0862463174437,18.4561402127683,20.3653556415373,20.0805966770403,20.9832626381026,21.9010435129122,20.3501034539735,18.7121106979835,19.2610756720314,20.9012079368516,19.4986484956588,19.6698726711453,19.808872059726,20.4757561350842,19.4284868324827
"sp|O75083|WDR1_HUMAN",12,7,9,5,9,7,11,6,8,5,6,7,9,3,7,7,7,9,9,7,7,7,7,5,8,10,11,8,9,9,13,12,7,14,7,10,5,9,0.180304268927449,0.330679686911187,25.8743255359193,23.5121440872941,24.1571971229505,24.6209513905144,25.2328934722835,24.7289653497278,24.5124025552257,24.5061284845993,24.2256031239899,23.6811948968071,25.1046539001933,23.1287253211323,24.5837367347412,23.8694051280368,25.2804089915577,24.092719615987,24.4532921928872,22.9172804425584,23.9935497571549,24.4810803516657,21.1913519805213,24.4750482787228,24.2750765595687,24.364343408354,24.9349360322997,24.5406915326262,24.3449439797847,24.8738784789063,24.5529067614902,24.327039753973,24.7352020068224,24.818604670855,26.0138533276675,24.5492269165004,24.6795753875307,24.6619573180844,26.7275165700842,25.1724705519719
"sp|O75116|ROCK2_HUMAN",2,0,1,0,5,0,3,1,1,0,1,0,0,1,2,2,0,4,2,3,4,3,3,0,2,0,3,2,0,0,1,2,2,4,1,5,1,1,0.838393527960018,0.896702852273026,20.3137479779475,NA,18.5139311341915,19.2021561264878,21.354774490749,18.6640478730464,21.8735449791724,19.4522131186165,19.2613450971173,NA,19.2820303621536,NA,22.2214695041262,NA,20.263955141757,18.7384091524924,19.4200969146871,NA,19.5771636894419,NA,19.5688674938322,19.7608512751588,19.8346218787742,NA,21.5695674049281,19.3165180336231,20.5518356472768,26.3633723424425,21.713988661388,NA,19.9547905386801,NA,20.6873456897256,19.9749600228333,NA,NA,NA,20.5069926641316
"sp|O75131|CPNE3_HUMAN;sp|Q96FN4|CPNE2_HUMAN;sp|Q8IYJ1|CPNE9_HUMAN;sp|Q86YQ8|CPNE8_HUMAN;sp|Q9UBL6|CPNE7_HUMAN",6,1,3,2,8,3,5,1,7,1,6,2,4,6,6,9,4,9,5,5,7,7,5,6,5,4,7,6,4,5,7,4,4,4,5,5,4,2,0.00268752039597848,0.0157527045293355,22.5871391142313,20.4762684766655,23.0116531256312,22.189802765546,20.9685833490716,22.5908650740189,22.1607816459872,22.2876539246625,21.3660120856249,NA,20.7751029113415,19.319118276158,23.7273770541787,21.7042388831056,21.8803184181791,18.6061376542149,22.966359641033,17.3201297546341,22.4339282944629,21.3491773083906,22.7398480585937,21.5618866391966,24.2787077112093,21.2214490640021,23.2259352289364,22.3368908773903,22.0291342344017,22.4601111337125,23.3548294890961,22.3395808465838,23.006839723496,21.5888951807401,22.6896840075912,22.0116686375171,21.7171656506992,21.5440662531129,23.1784169858554,22.1545024282215
"sp|O75146|HIP1R_HUMAN",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0.299022416428127,0.465891990546562,17.6049777760607,NA,NA,NA,19.7013008128245,NA,19.8453443568015,NA,NA,NA,NA,NA,19.3870298427712,NA,NA,NA,NA,NA,NA,NA,NA,17.9020565867535,NA,NA,18.4069440871407,NA,NA,18.4902513251069,17.8474226237861,NA,19.4311566535772,NA,NA,17.876662971425,17.7366039893275,NA,NA,NA
"sp|O75153|CLU_HUMAN",5,0,0,0,3,1,0,0,3,0,1,0,1,0,3,3,5,3,2,5,2,2,6,4,9,0,0,1,5,1,2,2,2,1,2,0,0,2,0.0115842676358356,0.0468142633862959,21.1264719987042,NA,22.6579928274728,20.383690680816,NA,20.2180088236928,NA,NA,NA,NA,NA,NA,21.4068333137891,18.8489897164117,NA,NA,20.1596752530687,NA,19.2809429551354,20.0090793573244,NA,19.9337002797437,21.0282933542924,21.4538296473298,20.7659256551431,19.7478093222029,21.3489574703081,19.8606345639214,19.5722613277419,20.7335130718019,22.3908942022387,NA,NA,18.5363387780574,21.7037848081628,18.9476424108031,19.9331155748092,20.0448041543844
"sp|O75155|CAND2_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0938826312157022,0.210976371096898,NA,NA,NA,NA,NA,NA,NA,NA,20.4057486264841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4717889349486,NA,15.4231396424538,NA,NA,NA,15.6748483266687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4511839536621,NA
"sp|O75165|DJC13_HUMAN",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,18.3209122570296,NA,NA,NA,18.7987948824366,NA,NA,NA,NA,NA,NA,NA,18.7740718271355,NA,NA,NA,18.0336628175286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|O75170|PP6R2_HUMAN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,3,0,0,1,0,0.382920702813314,0.547441909298431,19.6751554373636,NA,NA,NA,20.887710617199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3415452286285,18.7788096297511,18.5431710539633,18.2306101849201,NA,18.7276148643077,18.330860739828,18.4620966635382,18.8579342001625,18.6227485412738,17.2266489456797,17.2131232453815,NA,NA,NA,NA,18.9379497698415
"sp|O75191|XYLB_HUMAN",2,3,2,4,0,6,5,3,4,3,0,2,1,3,4,1,2,1,1,1,3,2,3,4,2,4,1,3,2,2,0,6,2,1,4,3,3,3,0.0366381358055867,0.107017963415702,20.5316008734445,22.1644477634889,21.0152825490319,21.3368786170402,18.2356678460297,21.7161671919345,21.9502860188555,21.0422222413242,22.6155166894656,22.3002727019131,19.2684896626361,22.5950599730859,NA,22.7210329037045,22.839889363641,21.6826877101423,22.2182158186383,22.3822034457863,NA,19.7375982025494,22.8652371934859,22.1437432290499,19.9488184081021,22.3512935402274,18.7552483761304,18.389308662886,20.8335133058971,21.773392080969,21.8082001628121,23.229715495068,19.6210354656233,22.399943411844,19.858349213194,22.1212507142306,20.3797396149708,20.2273009760919,NA,22.7593721240028
"sp|O75208|COQ9_HUMAN",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,0.00681299881241295,0.0317753797070735,22.2476710445057,22.22053751704,21.3075463678859,21.9657834782155,19.4440539013631,21.9650072678667,21.137476921283,21.9276758750351,21.4194311924701,21.91319091289,22.2941276657408,21.4886360331918,21.2092805037935,21.8520233351277,21.9367033544026,22.0294754909338,21.0484719169591,22.2463288138009,20.3569518170059,21.3096846604306,20.3698659814856,21.4883884107645,21.3886749780112,22.1213385314285,21.2606203624137,22.0712876513463,21.9245849889205,21.5491313825466,20.9341169972325,21.3407337795664,22.0555811237913,22.2502207772282,21.0704871000197,21.5311434993669,21.9154641838249,21.9844901576844,21.1055327845427,21.9776662219049
"sp|O75223|GGCT_HUMAN",4,2,2,1,1,0,5,2,2,3,5,2,1,5,1,2,1,1,2,2,3,2,0,2,2,3,1,1,3,1,5,2,1,2,2,2,1,1,0.0282757525975356,0.0889872966150319,21.8768718923126,20.2240988016421,NA,NA,21.1300856810403,20.35694739773,21.1295451269845,21.0623887440905,20.7145052894895,21.3543167473627,20.8768507423014,19.0747335955888,NA,NA,22.7236768694738,20.9706067730187,20.1682953889173,20.5921116716263,22.4615746818557,18.2810208081427,22.1775348855621,19.754871766462,19.6814804520689,19.9162479638659,19.1357042623473,20.7676174201142,20.9033272609603,20.7455746944711,20.5714207123639,20.6247106999332,20.3623369070544,20.7570331666938,19.8877797773426,19.5266741005914,21.011276627925,19.4734027173148,22.622593867879,21.2411357370824
"sp|O75251|NDUS7_HUMAN",2,0,2,2,2,0,1,1,2,0,0,1,1,1,0,2,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,2,2,2,0,1,1,0,0.319661753298829,0.485551355117549,21.7093820187549,19.0435317179215,18.969675290175,21.1212486359188,20.1937429520515,NA,19.2978732412435,19.6129014989293,NA,NA,21.9811378990972,20.4418662352062,20.6845847100163,NA,18.8097608652946,19.4113278680366,19.3138675929639,NA,NA,19.1526775015078,NA,NA,21.1651438004429,19.52138776435,19.5602801901409,19.9052040891277,NA,NA,NA,NA,20.0960017705725,19.8266981006504,NA,19.4873938697598,NA,NA,20.6477572014901,20.5071174269666
"sp|O75306|NDUS2_HUMAN",7,2,8,3,7,3,3,1,6,4,2,3,4,5,7,8,11,6,9,6,3,3,4,3,8,6,5,5,5,7,10,5,3,7,2,5,4,2,0.272523852414778,0.438433226538207,23.2419797520992,21.2830776600343,21.7580904497624,22.2068627761506,22.9546497552638,21.7381718565327,22.6368139511365,22.4044765759283,21.1529642028399,20.798413049699,23.7725089656668,21.1645110679949,23.3357272538695,22.5793700980661,21.4059083200122,19.8255924555193,23.1426682910036,22.2244394997495,21.024988621494,21.6929186373823,22.1641710944652,23.3112035242767,23.5697781696282,23.540766867289,21.4605010911028,23.3350684960051,22.2908201352325,22.2286134769304,21.0191009514004,22.4579059469778,23.2577981169555,21.975408151363,22.5962900506267,21.799085574398,21.7902612127762,22.6832380733007,23.9853913850983,22.7917901102156
"sp|O75323|NIPS2_HUMAN",1,0,1,0,1,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,5,1,0,0,0,0,0,0,0.383464136267288,0.547943479497957,18.3753780293036,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9178838255422,NA,19.2713505390355,NA,NA,NA,NA,NA,20.2956981638595,NA,21.9728699899491,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0085122479291,NA,20.4622548199757,NA,18.6250096622185,NA,24.1867656675871,18.9831390328549
"sp|O75340|PDCD6_HUMAN",3,2,2,3,2,0,2,2,1,1,3,2,1,0,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,0,3,2,3,0.0879646865930878,0.202803511634793,21.881524896335,21.1232386233804,19.3783761245923,20.7591779161849,20.5921759602943,NA,21.2175874409474,20.667804775153,21.232200210753,20.5029244406829,21.1824770248597,20.976644912891,20.6390334678431,NA,21.041403135557,20.6359814376666,18.3018036483222,20.4670287271509,22.5652698136369,19.9220796209546,NA,20.2885051382135,19.8812460785078,20.3573846640665,21.2886970193668,18.4041466892862,20.4141007041586,20.3635612957766,20.8965758692512,20.4900144710927,20.899208238905,20.5844046272883,21.2577989551895,20.0166043078832,20.6721080829488,20.5443653295831,21.465007317737,19.5408535261788
"sp|O75347|TBCA_HUMAN",0,2,1,2,3,0,2,0,0,1,0,1,1,1,0,1,0,2,0,0,0,2,1,0,1,1,0,0,1,0,1,1,1,1,0,2,0,1,0.263804823720306,0.427851398112329,NA,21.0174766768952,19.7930260536137,20.5505438217106,21.0492997594732,NA,22.1138645588798,NA,20.8000158454679,21.0976470661408,20.3716735334425,21.3667264068445,23.1701192647674,NA,21.0200194803492,NA,NA,18.8479413358788,NA,19.7051330238971,20.1259982425272,NA,19.8780200056589,NA,21.9652646280431,NA,NA,NA,21.8938060447888,NA,20.7757170884705,19.1718824302508,NA,NA,19.532871320871,NA,19.4197209781751,20.8189297388614
"sp|O75348|VATG1_HUMAN",0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,1,1,0.470680098234124,0.62341009286596,NA,19.6293130096194,19.1453359023522,18.9852047211534,18.8009776838605,19.6253404236507,18.8469480658213,19.9206192672718,19.2584581552361,19.7810845305876,20.1011366025342,19.623646466861,19.0775728244762,19.756124764097,18.8314246111167,18.5914682434254,19.2039097870476,17.5675090929781,19.0068768427305,18.8406530657673,NA,19.2759316691801,19.3289818307144,18.9769475455874,18.7622853400876,19.5281006720653,19.6090352001036,18.8140185064832,19.7313503335844,19.4999024591822,19.6169862868536,18.9537681839139,NA,19.0477191174853,19.0127646025063,19.3824300898855,22.2990655875519,19.561520852106
"sp|O75351|VPS4B_HUMAN;sp|Q9UN37|VPS4A_HUMAN;sp|Q6PIW4|FIGL1_HUMAN",1,1,0,1,0,0,0,1,1,1,1,1,0,0,2,0,2,1,1,2,1,1,0,1,1,0,2,1,1,1,1,2,0,0,2,1,1,1,0.350746314109605,0.516750563355017,20.199425186714,19.5293847085902,NA,NA,NA,20.4140650458599,19.3528021837559,19.6652263927485,19.4536177024837,19.3388936841687,NA,19.3887980631169,NA,NA,NA,19.7184287277031,NA,19.0374143724742,19.7975244083918,NA,NA,19.8334675244175,NA,19.9574653132144,19.3814093376917,19.3546128339357,20.513597210759,19.507797054273,19.2882157797642,NA,NA,NA,20.2794711949829,19.2816761311449,19.3983119704806,19.0659655432709,20.2810860397679,19.936468221057
"sp|O75356|ENTP5_HUMAN",8,9,2,9,1,8,6,11,7,9,2,9,9,8,9,8,9,3,9,9,9,9,8,9,6,8,4,10,9,8,0,9,10,6,8,8,4,5,0.0125749743891113,0.0492101817565635,23.39708269852,24.5406452375564,24.3324906106335,24.804096511932,22.9181945782124,24.2269775580258,23.4233028835779,22.8806327762378,24.2031339007104,24.4162069428875,21.681278805552,24.5187223052158,17.9295708360596,24.57597002829,23.6074239632604,24.8972549610969,24.1619292819542,24.0003184167148,19.2128108413338,24.7981128317211,24.1418775458114,24.5447056896694,25.1293051374707,24.6222197225895,22.0904099580755,24.322883677702,25.3662614522701,24.6363873281975,25.3995852233405,24.7671197194029,24.0414059023888,24.3147359559499,23.3021599640946,24.6933567243134,24.6481917649031,24.5710029126742,NA,24.6900004203893
"sp|O75367|H2AY_HUMAN",9,2,5,2,8,2,8,7,8,3,6,7,2,4,2,5,2,6,3,5,3,8,7,2,6,2,6,2,5,2,4,3,6,9,5,3,4,3,3.40785246807055e-07,2.36471713942944e-05,25.2305409084558,22.7772742946276,22.6211324162269,22.1447834084573,23.7446565513559,21.7461213457668,21.8113182899092,22.1698158700197,21.8851168626418,20.7913763790965,22.4993089403329,20.4724652535965,24.1710651750538,21.6035149911972,23.4633782224881,22.4140022578589,23.3880723986979,21.1543084647674,24.9827400842852,20.7136581036044,21.8496177397693,21.6111541841133,23.0140217738151,19.8527340970119,23.4008820818685,22.0956356806505,22.4286896194803,21.9898460233761,24.5149625700009,21.0047322188412,23.7378897237644,21.2275512178095,23.2057050364892,20.4199732629105,22.4001111722466,21.4813212660233,22.8285601832047,21.562193482016
"sp|O75368|SH3L1_HUMAN",4,3,3,3,2,2,3,3,4,3,1,4,2,0,2,0,1,2,2,3,4,3,3,2,3,2,6,2,3,1,6,3,3,4,1,2,4,1,0.744569231140176,0.839035366526691,23.5319755507718,23.796651712399,21.4333639844019,22.0275124679672,22.5250373813278,21.3161732906546,20.9619998017286,22.7314811323657,20.1350599598637,21.8480799015538,22.7520341762047,23.29299542546,21.8290677896212,21.9823270258039,21.7847447508209,22.8668958112438,22.9679546129296,22.1527430969251,19.1637963996442,21.3899332777532,NA,21.8904342512404,NA,20.203077058579,20.5155085896738,22.0947080515937,22.1683135158136,22.8233480268613,21.9196463987717,21.727945530331,22.2628068673915,21.2075807189822,24.4557922091338,21.3358658337836,21.7519247517426,19.9028611662543,25.0506071205836,22.261394874901
"sp|O75369|FLNB_HUMAN",64,11,67,5,40,46,57,20,50,7,47,13,50,63,59,60,45,38,51,65,61,59,54,54,57,40,55,51,54,45,53,60,60,60,52,60,45,56,0.0129955530845065,0.0505777681606305,26.8094890386494,23.7053959405803,26.945990174306,27.57340920158,27.5075558517005,27.4142872579222,27.3109802789335,26.6793690221829,27.6270720316499,23.6168205104921,27.9221724117815,20.7508414914436,25.9387462486266,26.6009229792637,27.1322266699789,24.1422648249552,26.7354692089075,22.0521405095072,27.0593348214115,26.761309429838,27.5992001866943,27.5251389154213,27.1408365812569,26.3751943642322,25.7958180294536,26.6871188978085,27.4467356774342,27.6936633221096,26.9751348835616,26.9112854504329,27.0477090098982,26.0481422151368,27.1565418843157,26.6084259552377,27.141103600915,26.7889250909671,26.687575059199,27.3229487276601
"sp|O75380|NDUS6_HUMAN",2,1,2,1,2,0,0,1,1,1,0,1,1,0,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,0,3,1,1,0,0.312065735390165,0.478097478290263,21.284738593658,19.1259036852208,17.8211453279545,18.6930532748454,NA,21.532617293336,19.1117478601752,20.5508353717277,NA,19.6080776840161,20.3107983031328,NA,21.9399420174816,NA,NA,17.8405353959756,18.1678453483481,18.616665136989,NA,18.2834738063958,NA,18.7408575757724,18.3609158791313,19.0047700424447,17.3062621094058,18.4715642615961,21.1894626265505,17.3374679931611,17.8894934051455,18.0405875064478,21.2468027235315,19.830137526237,18.6086274148044,18.062830998255,17.69858029431,18.8141181288885,21.4569932787301,19.8641654452197
"sp|O75381|PEX14_HUMAN",2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.944854452768438,0.964989698228724,19.8489350158095,NA,20.4539365040193,NA,NA,NA,NA,NA,NA,NA,18.0978530607127,NA,18.2193776145075,NA,16.8766079201393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2188729083577,NA,18.9558596651203,18.9622699219541,18.6535416031638,NA,NA,NA,NA,NA,NA,NA,17.954476594533
